Sr_no,DeviceId,TimeSent,DateSent,Receive_Time,Receive_Date,BatteryStatus,ChargingStatus,ChargingSupply,NetworkStatus,date_time_imei,TableTimeStamp,Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Parameter11,Parameter12,Parameter13,Parameter14,Parameter15,Parameter16,Parameter17,Parameter18,Parameter19,Parameter20,Parameter21,Parameter22,Parameter23,Parameter24,Parameter25,Parameter26,Parameter27,Parameter28,Parameter29,Parameter30,Parameter31,Parameter32,Parameter33,Parameter34,Parameter35,Parameter36,Parameter37,Parameter38,Parameter39,Parameter40,Parameter41,Parameter42,Parameter43,Parameter44,Parameter45,Parameter46,Parameter47,Parameter48,Parameter49,Parameter50,Parameter51,Parameter52,Parameter53,Parameter54,Parameter55,Parameter56,Parameter57,Parameter58,Parameter59,Parameter60,Parameter61,Parameter62,Parameter63,Parameter64,Parameter65,Parameter66,Parameter67,Parameter68,Parameter69,Parameter70,Parameter71,Parameter72,Parameter73,Parameter74,Parameter75,Parameter76,Parameter77,Parameter78,Parameter79,Parameter80,Parameter81,Parameter82,Parameter83,Parameter84,Parameter85,Parameter86,Parameter87,Parameter88,Parameter89,Parameter90,Parameter91,Parameter92,Parameter93,Parameter94,Parameter95,Parameter96,Parameter97,Parameter98,Parameter99,Parameter100,Parameter101,Parameter102,Parameter103,Parameter104,Parameter105,Parameter106,Parameter107,Parameter108,Parameter109,Parameter110,Parameter111,Parameter112,Parameter113,Parameter114,Parameter115,Parameter116,Parameter117,Parameter118,Parameter119,Parameter120,Parameter121,Parameter122,Parameter123,Parameter124,Parameter125,Parameter126,Parameter127,Parameter128,Parameter129,Parameter130,Parameter131,Parameter132,Parameter133,Parameter134,Parameter135,Parameter136,Parameter137,Parameter138,Parameter139,Parameter140,Parameter141,Parameter142,Parameter143,Parameter144,Parameter145,Parameter146,Parameter147,Parameter148,Parameter149,Parameter150,Parameter151,Parameter152,Parameter153,Parameter154,Parameter155,Parameter156,Parameter157,Parameter158,Parameter159,Parameter160,Parameter161,Parameter162,Parameter163,Parameter164,Parameter165,Parameter166,Parameter167,Parameter168,Parameter169,Parameter170,Parameter171,Parameter172,Parameter173,Parameter174,Parameter175,Parameter176
196116,"200011524029641","01:00:01","2020-02-07","01:00:42","2020-02-07",4,1,2,3,"2020-2-7 1:0:1 200011524029641","2020-02-07T01:00:01.000Z",0,18.8,-1.6,28,179,11.9,0.1,1,1,1,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196115,"200011524029641","00:58:01","2020-02-07","00:58:42","2020-02-07",4,1,2,3,"2020-2-7 0:58:1 200011524029641","2020-02-07T00:58:01.000Z",-0.1,18.6,-3.5,28,180,11.8,0.1,1,1,1,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196114,"200011524029641","00:56:01","2020-02-07","00:56:42","2020-02-07",4,1,2,3,"2020-2-7 0:56:1 200011524029641","2020-02-07T00:56:01.000Z",-0.1,18.6,3.4,28,204,0,0.1,1,1,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196113,"200011524029641","00:54:01","2020-02-07","00:54:42","2020-02-07",4,1,2,3,"2020-2-7 0:54:1 200011524029641","2020-02-07T00:54:01.000Z",-0.1,18.8,3.3,28,203,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196112,"200011524029641","00:52:01","2020-02-07","00:52:42","2020-02-07",4,1,2,3,"2020-2-7 0:52:1 200011524029641","2020-02-07T00:52:01.000Z",-0.1,18.6,3.2,27,203,0,0,0,0,0,0,0,0,0,0,1,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196111,"200011524029641","00:50:01","2020-02-07","00:50:44","2020-02-07",4,1,2,3,"2020-2-7 0:50:1 200011524029641","2020-02-07T00:50:01.000Z",0,18.8,3.8,26,204,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196110,"200011524029641","00:48:01","2020-02-07","00:48:42","2020-02-07",4,1,2,3,"2020-2-7 0:48:1 200011524029641","2020-02-07T00:48:01.000Z",-0.1,18.7,3.6,26,204,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196109,"200011524029641","00:46:01","2020-02-07","00:46:42","2020-02-07",4,1,2,3,"2020-2-7 0:46:1 200011524029641","2020-02-07T00:46:01.000Z",-0.1,18.7,3.5,26,204,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196108,"200011524029641","00:44:01","2020-02-07","00:44:42","2020-02-07",4,1,2,3,"2020-2-7 0:44:1 200011524029641","2020-02-07T00:44:01.000Z",0,18.8,3.6,26,201,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196107,"200011524029641","00:42:01","2020-02-07","00:42:44","2020-02-07",4,1,2,3,"2020-2-7 0:42:1 200011524029641","2020-02-07T00:42:01.000Z",0,18.7,3.5,28,200,0,0.1,1,0,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196106,"200011524029641","00:40:01","2020-02-07","00:40:42","2020-02-07",4,1,2,3,"2020-2-7 0:40:1 200011524029641","2020-02-07T00:40:01.000Z",-0.1,18.7,2.5,28,201,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196105,"200011524029641","00:38:01","2020-02-07","00:38:44","2020-02-07",4,1,2,3,"2020-2-7 0:38:1 200011524029641","2020-02-07T00:38:01.000Z",0,18.8,2.6,28,200,0,0.1,1,1,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196104,"200011524029641","00:36:01","2020-02-07","00:36:42","2020-02-07",4,1,2,3,"2020-2-7 0:36:1 200011524029641","2020-02-07T00:36:01.000Z",0,18.8,2.5,28,201,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196103,"200011524029641","00:34:01","2020-02-07","00:34:42","2020-02-07",4,1,2,3,"2020-2-7 0:34:1 200011524029641","2020-02-07T00:34:01.000Z",-0.1,18.7,2.2,28,200,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196102,"200011524029641","00:32:01","2020-02-07","00:32:44","2020-02-07",4,1,2,3,"2020-2-7 0:32:1 200011524029641","2020-02-07T00:32:01.000Z",0,18.8,2.4,28,202,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196101,"200011524029641","00:30:01","2020-02-07","00:30:42","2020-02-07",4,1,2,3,"2020-2-7 0:30:1 200011524029641","2020-02-07T00:30:01.000Z",-0.1,18.8,2.5,26,202,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196100,"200011524029641","00:28:01","2020-02-07","00:28:42","2020-02-07",4,1,2,3,"2020-2-7 0:28:1 200011524029641","2020-02-07T00:28:01.000Z",-0.1,18.7,2.2,27,199,0,0.3,1,0,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196099,"200011524029641","00:26:01","2020-02-07","00:27:16","2020-02-07",4,1,2,3,"2020-2-7 0:26:1 200011524029641","2020-02-07T00:26:01.000Z",0,18.8,1.4,26,202,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196098,"200011524029641","00:24:01","2020-02-07","00:24:42","2020-02-07",4,1,2,3,"2020-2-7 0:24:1 200011524029641","2020-02-07T00:24:01.000Z",0,18.6,0.6,28,200,0,0.1,1,1,0,0,0,0,0,0,0,2208,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196097,"200011524029641","00:22:01","2020-02-07","00:22:42","2020-02-07",4,1,2,3,"2020-2-7 0:22:1 200011524029641","2020-02-07T00:22:01.000Z",-0.1,18.7,0,26,201,0,0,0,0,0,0,0,0,0,0,0,2208,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196096,"200011524029641","00:20:01","2020-02-07","00:20:42","2020-02-07",4,1,2,3,"2020-2-7 0:20:1 200011524029641","2020-02-07T00:20:01.000Z",0,18.8,0,26,202,0,0,0,0,0,0,0,0,0,0,0,2208,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196095,"200011524029641","00:18:01","2020-02-07","00:18:42","2020-02-07",4,1,2,3,"2020-2-7 0:18:1 200011524029641","2020-02-07T00:18:01.000Z",-0.1,18.7,-0.1,28,200,0,0,0,0,0,0,0,0,0,0,0,2208,2,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196094,"200011524029641","00:16:01","2020-02-07","00:16:42","2020-02-07",4,1,2,3,"2020-2-7 0:16:1 200011524029641","2020-02-07T00:16:01.000Z",-0.1,18.7,-0.2,26,201,0,0.1,1,1,0,0,0,0,0,0,0,2208,2,2,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196093,"200011524029641","00:14:01","2020-02-07","00:14:42","2020-02-07",4,1,2,3,"2020-2-7 0:14:1 200011524029641","2020-02-07T00:14:01.000Z",-0.2,18.7,-0.4,26,203,0,0,0,0,0,0,0,0,0,0,0,2208,1,2,2,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196092,"200011524029641","00:12:01","2020-02-07","00:12:43","2020-02-07",4,1,2,3,"2020-2-7 0:12:1 200011524029641","2020-02-07T00:12:01.000Z",-0.2,18.7,-0.6,26,205,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196091,"200011524029641","00:10:01","2020-02-07","00:10:44","2020-02-07",4,1,2,3,"2020-2-7 0:10:1 200011524029641","2020-02-07T00:10:01.000Z",-0.2,18.7,-1.7,26,207,0,0,0,0,0,0,0,0,0,0,0,2208,2,2,1,1,2,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196090,"200011524029641","00:08:01","2020-02-07","00:08:42","2020-02-07",4,1,2,3,"2020-2-7 0:8:1 200011524029641","2020-02-07T00:08:01.000Z",-0.2,18.8,-0.5,26,206,0,0,0,0,0,0,0,0,0,0,0,2208,2,2,2,1,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196089,"200011524029641","00:06:01","2020-02-07","00:06:42","2020-02-07",4,1,2,3,"2020-2-7 0:6:1 200011524029641","2020-02-07T00:06:01.000Z",-0.1,18.7,-1.2,26,203,0,0.1,1,0,0,0,0,0,0,0,0,2208,1,2,2,2,2,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196088,"200011524029641","00:04:01","2020-02-07","00:04:42","2020-02-07",4,1,2,3,"2020-2-7 0:4:1 200011524029641","2020-02-07T00:04:01.000Z",-0.1,18.8,-2.3,26,207,0,0,0,0,0,0,0,0,0,0,0,2208,1,1,2,2,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
